pos_mse
1.4636510400000002,1.4636510400000002,1.4636510400000002,1.4636510400000002,1.4636510400000002,1.4636510400000002,1.4636510400000002,1.45813684,1.45813684,1.3109028330720003,1.2877668492560002,1.167403611576,1.4039340552360002,1.5031495714100003,2.1169258088360006,2.148035022744,2.233650642632,1.7216469638880003,1.8857798979880003,1.6554796012480004,1.7230847930280002,2.0746135513440005,2.2183296661800003,2.5211606172520002,2.53443780394
