avg_detections
0,0.0,0.010869565419852734,0.03125,0.11042945086956024,0.10552763938903809,0.19354838132858276,0.3959731459617615,0.6235632300376892,0.6407034993171692,0.6763392686843872,0.8340163826942444,1.0535372495651245,1.2813620567321777,1.3383837938308716,1.355555534362793,1.337837815284729,1.3746439218521118,1.407806158065796,1.4350568056106567,1.3712929487228394,1.2945128679275513,1.225874900817871,1.1641490459442139,1.1355276107788086,1.141385793685913
