og_mse
0.23596810510400001,0.229259685104,0.221736055104,0.21634401510399998,0.21119855510399999,0.20007565510399997,0.18834480510399998,0.174710507084,0.166200124884,0.155900578104,0.14796338228399997,0.13922152690399997,0.13488058970399996,0.131839586904,0.128954007904,0.12426730388399997,0.11724932830399998,0.11034383530400001,0.10440756710399998,0.08452048390399998,0.07889676908399999,0.069277813904,0.064198073252,0.06146945905199999,0.06142044847599999
