entropy
1,0.9781381473105868,0.966854028784356,0.954116092349038,0.9449547331497299,0.9361222157988112,0.9178090038276309,0.8982417769948253,0.8749690321942666,0.8604565354600665,0.8420109230054408,0.8282853141914602,0.8130749725097189,0.8055442396227185,0.8003927543617346,0.7954230407101087,0.7873829600933127,0.7757395963880577,0.764096737120378,0.754238302819237,0.7205442638387846,0.710987255880084,0.6942666911193233,0.6859428583542716,0.6799167832511905,0.6799013411839151
